BusinessName,DBAName,Address,City,State,Zip,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,DAYPHN,Property_ID,Location
Bread & Butter,,64 Cross,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,2/21/13 10:56,16173880033,155710,"(42.362948, -71.055959)"
BREADWINNERS/STARBUCK'S,,595 COMMONWEALTH ,BOSTON,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16173532947,,"(42.3594, -71.0587)"
Brick House Pizza & Grille,,254 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16179016017,143499,"(42.34791, -71.149738)"
Brigham & Women Hospital,,75 FRANCIS,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,10/23/09 10:06,16177327493,158148,"(42.336106, -71.10748)"
Brigham & Womens Coffee Cart@45 Francis,,75 FRANCIS,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,4/11/07 17:02,16177327493,158148,"(42.336106, -71.10748)"
BRIGHAM CIRCLE CHINESE FOOD,,728 HUNTINGTON ,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10002782000,,"(42.3594, -71.0587)"
BRIGHTON CAFE,,1597 COMMONWEALTH ,BRIGHTON,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16177874244,,"(42.3594, -71.0587)"
BRIGHTON HOUSE OF PIZZA,,212 Market,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172540932,90178,"(42.35507, -71.14953)"
Bruegger's,,667 VFW,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,2/14/08 10:39,16173273465,,"(42.3594, -71.0587)"
Bruegger's,,91 Summer,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,10/19/07 10:56,16173273465,132057,"(42.353733, -71.058509)"
BRUEGGER'S BAGEL BAKERY,,370 Western,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/12/07 13:10,16173273465,156610,"(42.361095, -71.137831)"
BRUEGGER'S BAGEL BAKERY # 274,,7 School,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,4/19/07 15:12,16173273465,157985,"(42.357552, -71.058461)"
Burger King,,1 CENTER PLAZA,BOSTON,MA,2108,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172479616,,"(42.3594, -71.0587)"
Burger King,,1 Maverick,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,9/23/10 13:11,16174185733,156456,"(42.37165, -71.042779)"
Burger King,,100 Washington,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,16174271535,,"(42.3594, -71.0587)"
Burger King,,1200 Dorchester,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,1/28/13 13:36,16172689071,48259,"(42.309531, -71.057693)"
Burger King,,128 Tremont,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16172473763,136812,"(42.35629, -71.06185)"
Burger King,,1350 Boylston,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,5/21/10 15:15,16172661745,18095,"(42.34381, -71.09952)"
Burger King,,210 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,1/28/13 13:36,16172689071,157852,"(42.353018, -71.134978)"
Burger King,,280 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,1/28/13 13:35,16172689071,157466,"(42.339219, -71.050958)"
Burger King,,500 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,1/17/12 11:11,10000000000,341351,"(42.3594, -71.0587)"
Burger King,,553 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172477429,18346,"(42.350729, -71.076088)"
Burger King,,885 CUMMINS ,MATTAPAN,MA,2126,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,16172473763,,"(42.3594, -71.0587)"
Burger King,,944 Bennington,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10005698755,155885,"(42.386166, -71.00953)"
Burger King # 16370,,300 Terminal,East Boston/,MA,2128,Active,FT,Eating & Drinking w/ Take Out,9/1/10 7:57,10000000000,341352,"(42.3594, -71.0587)"
Burger King # 3483,,1610 VFW,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,2/14/13 14:12,16173232479,157719,"(42.265889, -71.167951)"
Burger King # 3531,,4594 Washington,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,2/14/13 14:17,16173238739,158174,"(42.275977, -71.139161)"
Burrito Elito (Trmnl E),,500 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,11/2/11 10:24,10000000000,341351,"(42.3594, -71.0587)"
Burrito's Pizzeria,,224 Columbia,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,8/29/08 8:23,16175419055,156843,"(42.307484, -71.076411)"
BV,,4 Yawkey,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,3/31/10 13:08,16175366683,156417,"(42.346723, -71.09868)"
C10/B10,Aramark Corporation,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 10:50,16175366683,,"(42.3594, -71.0587)"
C11,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:06,16175366683,,"(42.3594, -71.0587)"
C12/B12,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:08,16175366683,,"(42.3594, -71.0587)"
C13/B13,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:09,16175366683,,"(42.3594, -71.0587)"
C15/B15,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:13,16175366683,,"(42.3594, -71.0587)"
C16/B16,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,4/27/07 18:56,10000000000,,"(42.3594, -71.0587)"
C17/B17,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:14,16175366683,,"(42.3594, -71.0587)"
Cactus Grill,,42 Maverick,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,8/7/07 12:52,17812670283,92887,"(42.37014, -71.03916)"
CAESAR'S,,34 Essex,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16174265656,157469,"(42.352571, -71.062021)"
CAFE @ 1295,,1295 Boylston,Boston,MA,,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16173555539,18079,"(42.34509, -71.09777)"
Cafe @Mohr & McPherson,,458 Harrison,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,8/21/09 12:59,16172107900,69841,"(42.342238, -71.064278)"
CAFE 1010,,1010 Massachusetts,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,15086975813,157914,"(42.327867, -71.06727)"
Cafe 472,,472 Commonwealth,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,5/3/11 8:28,16172364949,40985,"(42.34855, -71.09367)"
Cafe 939,,939 Boylston,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,10/4/07 12:25,16177472712,158135,"(42.348238, -71.08505)"
CAFE ARPEGGIO,,398 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,15085335486,155967,"(42.33737, -71.04816)"
Cafe Beirut,,650 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,3/13/12 10:28,16175227264,28151,"(42.31308, -71.1139)"
Cafe De Lulu,,40 Harrison,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,6/9/09 10:47,10000000000,156634,"(42.351661, -71.060969)"
Cafe Dino,,2 Oliver,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2/15/13 11:42,18579911015,157798,"(42.357262, -71.054578)"
CAFE ESPLANADE,,0 David G Mugar,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,6/11/13 10:41,16172597732,46576,"(42.355594, -71.074207)"
Cafe Hemsin,,10 City Hall,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,10/9/12 15:08,16172270505,158384,"(42.357965, -71.058998)"
CAFE JAFFA,,48 GLOUCESTER,BOSTON,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16175360230,,"(42.3594, -71.0587)"
Cafe Mamtaz,,87 L STREET,SOUTH BOSTON,MA,2127,Active,FT,Eating & Drinking w/ Take Out,10/19/09 8:18,16174644800,,"(42.3594, -71.0587)"
CAFE MIRROR,,362 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16177799662,157507,"(42.348959, -71.153598)"
Cafe Orient Heights,,1000 Bennington,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,10/30/08 13:18,16175671346,14507,"(42.38687, -71.00687)"
CAFE PODIMA,,156 Cambridge,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,1/17/12 13:10,16172274959,340670,"(42.360947, -71.064886)"
Caffe di Marina,,1 Marina Park,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,2/24/12 11:03,16173453992,,"(42.3594, -71.0587)"
Caffe Lil Italy,,178 Salem,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,1/21/11 12:48,16172271303,121822,"(42.36652, -71.05478)"
CALIFORNIA PIZZA  KITCHEN,,137 Stuart,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,13103425000,157342,"(42.351379, -71.066128)"
Campus Trolley,,665 COMMONWEALTH ,BOSTON,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,15083394871,,"(42.3594, -71.0587)"
CANTON EATERY,,339 Meridian,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,11/8/13 11:02,16176933400,351594,"(42.3594, -71.0587)"
CANTON HOUSE,,6 Hancock,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,17813548512,158300,"(42.315595, -71.065919)"
Canton House Restaurant,,1728 DORCHESTER ,DORCHESTER,MA,2124,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16173574426,,"(42.3594, -71.0587)"
Cape Verdeon Food  Terra Terra,,77 Hancock,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,4/12/12 15:00,16174126987,68950,"(42.31288, -71.06502)"
Capital One Boylston Cafe,,795 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,9/10/13 9:46,16176143500,18400,"(42.349217, -71.081684)"
CAPPY'S PIZZA,,304 CENTRE,JAMAICA PLAIN,MA,2130,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16175220279,,"(42.3594, -71.0587)"
CAPPY'S PIZZA,,672 TRUMAN ,HYDE PARK,MA,2136,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16173640111,,"(42.3594, -71.0587)"
CAPPY'S PIZZA & SUBS,,82 WESTLAND ,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16176305751,,"(42.3594, -71.0587)"
CAPPY'S SUB NO. 2,,309A Huntington,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,4/5/07 11:09,10000000000,,"(42.3594, -71.0587)"
CAPTAIN NEMO'S,,367 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16174696450,156016,"(42.322472, -71.108578)"
Caribe Restaurant,,559 Washington,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16174367351,146110,"(42.292205, -71.071965)"
CAROL ANN BAKE SHOP,,200 Faneuil Hall Market,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,3/26/07 14:28,10000000000,,"(42.3594, -71.0587)"
Casa Razbora,,115 Water,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,12/10/10 15:08,16173386700,146292,"(42.35805, -71.05461)"
Casa Real Mexican Food,,856 Dorchester,DORCHESTER,MA,2125,Active,FT,Eating & Drinking w/ Take Out,3/31/08 14:43,16172823135,,"(42.3594, -71.0587)"
Casserole Cafe,,413 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2/8/12 9:04,16174073981,145128,"(42.355889, -71.060325)"
CAUSEWAY CAFE,,239 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16177427676,26609,"(42.36611, -71.05943)"
Chacarero,,93 Arch,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,9/21/07 11:10,16175420392,161605,"(42.355042, -71.059128)"
Chacarero (800 Boylston St.),,800 BOYLSTON,BOSTON,MA,2199,Active,FT,Eating & Drinking w/ Take Out,4/11/13 11:22,10000000000,,"(42.3594, -71.0587)"
CHACHO'S PIZZA,,1502 Tremont,Mission Hill,MA,2120,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16174274167,158255,"(42.332099, -71.099309)"
CHANG'S HOUSE,,1581 Commonwealth,Brighton,MA,2134,Active,FT,Eating & Drinking w/ Take Out,2/3/14 13:45,16177875030,37882,"(42.344315, -71.143025)"
CHANG'S HOUSE CHINESE REST.,,1581 Commonwealth,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16177875030,156794,"(42.34429, -71.14304)"
CHARLIE'S HOUSE OF PIZZA,,1740 DORCHESTER ,DORCHESTER,MA,2124,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172653111,,"(42.3594, -71.0587)"
Charlie's Pizza & Cafe,,177 Allston,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16172773737,158105,"(42.347732, -71.138289)"
Charlies Pizza and Kitchen,Pantry Pizza Kitchen,930 Dorchester,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,5/22/12 8:11,17812494641,48780,"(42.319061, -71.056494)"
CHARLIE'S SANDWICH SHOPPE,,429 Columbus,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,16175367669,156419,"(42.344123, -71.077771)"
CHECKMATE CAFE,,900 SOUTH,ROSLINDALE,MA,2131,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16173239994,,"(42.3594, -71.0587)"
"Cheeseboy ""Grilled Cheese To Go""",,630 Atlantic,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,9/30/10 9:06,16075923944,157660,"(42.352031, -71.055038)"
Cheeseboy: Grilled Cheese To Go,,280 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2/1/13 10:59,17815073545,,"(42.3594, -71.0587)"
Cheeseboy: Grilled Cheese To Go (Kiosk),,800 BOYLSTON,BOSTON,MA,2199,Active,FT,Eating & Drinking w/ Take Out,5/2/11 14:46,10000000000,,"(42.3594, -71.0587)"
Chequers Coffee Express,,72 Concord,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,6/29/11 11:44,16172832727,343246,"(42.336202, -71.072487)"
CHICKEN LOU'S,,50 Forsyth,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10000000000,155870,"(42.33924, -71.090258)"
Chill,,354 Chestnut Hill,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,8/12/08 13:48,16178520325,31866,"(42.33691, -71.15157)"
China Garden,,525 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,7/26/13 13:22,16177839707,143608,"(42.3492, -71.162949)"
CHINA HOUSE,,331 Hanover,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16177239888,69110,"(42.3642, -71.05382)"
CHINA MAXIM III,,241 Market,Brighton,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16175953222,157107,"(42.35463, -71.150488)"
China Pagoda Restaurant,,1616 Dorchester,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,12/23/13 13:57,16174351880,48361,"(42.2954, -71.06139)"
CHINA SEA RESTAURANT,,1202 BLUE HILL ,MATTAPAN,MA,2126,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,16172982421,,"(42.3594, -71.0587)"
China Sky Restaurant,,782 Adams,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,16172824790,157063,"(42.283093, -71.055609)"
China Station Restaurant,,530 Washington,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,3/28/12 10:02,16172658688,146103,"(42.29298, -71.07162)"
CHINATOWN EXPRESS INC.,,79 River,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172965230,155736,"(42.271418, -71.073999)"
CHINESE DRAGON,,380 Chelsea,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16175614009,30536,"(42.379336, -71.02807)"
Chinese Noodle,,49 WARREN,ROXBURY,MA,2119,Active,FT,Eating & Drinking w/ Take Out,3/9/07 13:16,16179089330,,"(42.3594, -71.0587)"
Chipotle Mexican Grille,,283 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,5/17/11 9:01,10000000000,144562,"(42.357563, -71.058423)"
Choice's by Au Bon Pain,,100 HUNTINGTON ,BOSTON,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16178975079,,"(42.3594, -71.0587)"
Chopped & Topped 3rd Fl.,,800 Washington,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,9/21/09 10:21,16176364314,145764,"(42.349591, -71.063586)"
CHRISTOS PIZZA,,1761 Centre,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16173279047,157434,"(42.28751, -71.150689)"
CHUNG WAH,,199 Bowdoin,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16173359401,17675,"(42.30509, -71.06819)"
Chutney's,,350 Longwood,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/21/11 14:25,19784305737,156578,"(42.339072, -71.108098)"
Cirque Du Soleil,,6 Tide,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/4/12 13:56,15142582375,341356,"(42.345809, -71.031808)"
Cirque Du Soleil - Spectrum Catering,,3 TIDE,South Boston/,MA,2127,Active,FT,Eating & Drinking w/ Take Out,7/15/10 11:31,16178241921,0,"(42.3594, -71.0587)"
Citra A Fresh Cafe,,221 Longwood,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,7/10/12 9:38,16172835353,87166,"(42.33724, -71.10217)"
CO1/BO1/Dir,,4 Yawkey,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,4/27/07 18:55,10000000000,156417,"(42.346723, -71.09868)"
CO3/BO3/YO3,Aramark Corporation,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 10:36,16175366683,,"(42.3594, -71.0587)"
CO5/BO5/YO5,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 10:38,16175366683,,"(42.3594, -71.0587)"
CO6/BO6,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 10:42,16175366683,,"(42.3594, -71.0587)"
CO7,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 10:44,16175366683,,"(42.3594, -71.0587)"
Cobblestones,,227 Hanover,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,1/3/13 10:18,10000000000,156371,"(42.362972, -71.055089)"
Cocobeet,,100 City Hall,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,9/5/13 9:41,19148197413,158266,"(42.359529, -71.05875)"
Coffee Corner,,179 LINCOLN,BOSTON,MA,2111,Active,FT,Eating & Drinking w/ Take Out,8/1/08 10:40,16174171572,,"(42.3594, -71.0587)"
COFFEE SHOP,,11 Elkins,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172686862,157369,"(42.339353, -71.036129)"
Cold Stone Creamery,,800 BOYLSTON,BOSTON,MA,2199,Active,FT,Eating & Drinking w/ Take Out,1/26/07 17:29,16172620251,,"(42.3594, -71.0587)"
Comella's,1844 Inc.,1882 Centre,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,1/31/07 14:56,16173278600,27748,"(42.28567, -71.15548)"
Concession 1,,4 Yawkey,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,3/1/13 10:30,16175366683,156417,"(42.346723, -71.09868)"
Concession Kitchen South Side,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,9/15/10 9:37,16175523181,172185,"(42.336249, -71.166434)"
Concession Stand North East,,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 13:50,16179542100,132014,"(42.344449, -71.044821)"
Concession Stand North West,,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 13:56,16179542100,132014,"(42.344449, -71.044821)"
Concession Stand South East,,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 13:45,16179542100,132014,"(42.344449, -71.044821)"
Concession Stand South West,,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 13:43,16179542100,132014,"(42.344449, -71.044821)"
CONF. CTR. SCHOOL OF MGMENT,,595 COMMONWEALTH ,BOSTON,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16173532947,,"(42.3594, -71.0587)"
COOKIN CAFE & GRILLE,,1096 COMMONWEALTH ,BOSTON,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16175664144,,"(42.3594, -71.0587)"
Corner Cafe,,502 Massachusetts,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,10/9/07 11:11,16175369700,92267,"(42.3393, -71.07995)"
Corporate Chefs @ Plaza Cafe (Tufts),,274 Tremont,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/14/09 10:58,19783727400,137470,"(42.34992, -71.06497)"
Corporate Chefs @ Soups On,,1 Kneeland,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/14/09 11:20,19783727400,261924,"(42.35072, -71.06272)"
Cosi,,125 High,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,5/9/08 10:32,15084352100,73281,"(42.355179, -71.053595)"
Cosi (Kiosk),,125 High,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,5/26/10 8:58,16172922674,166214,"(42.355263, -71.053133)"
Cosi (Pier B) Air Canada,,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2/20/07 19:00,16175676600,,"(42.3594, -71.0587)"
Cosi (TRMNL E Logan Airport),,500 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,3/23/12 10:08,18574137993,341351,"(42.3594, -71.0587)"
Cosi American,,200 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,8/14/07 10:43,15084352100,341353,"(42.3594, -71.0587)"
Cosi South Station,Hearthstone Associates,630 Atlantic,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,1/19/07 16:24,16177199859,157660,"(42.352031, -71.055038)"
Crazy Dough Pizza,,800 Boylston,Boston,MA,2199,Active,FT,Eating & Drinking w/ Take Out,8/7/13 11:48,16178992202,157244,"(42.347296, -71.081457)"
Crazy Dough's Pizza,,2201 Commonwealth,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,5/5/10 10:50,16172025769,156893,"(42.33975, -71.166398)"
Crazy Dough's Pizza,,8 Park,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,6/16/09 10:42,16178992202,158173,"(42.351362, -71.06874)"
CRISPY CREPES CAFE,,512 PARK,BOSTON,MA,2215,Active,FT,Eating & Drinking w/ Take Out,3/13/07 15:21,16178599585,,"(42.3594, -71.0587)"
Cristelle's Restaurant,,5268 Washington,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,2/9/08 14:25,16173278599,145684,"(42.25931, -71.1589)"
Crown Fried Chicken,,986 Blue Hill,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,1/12/12 15:53,16174360077,16617,"(42.29004, -71.08925)"
Crown Fried Chicken and Pizza,,344 Warren,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,10/10/07 9:07,10004451414,143259,"(42.31898, -71.08113)"
Crumbs Bakery Shop (Kiosk),,800 Boylston,Boston,MA,2199,Active,FT,Eating & Drinking w/ Take Out,11/27/12 11:03,10000000000,157244,"(42.347296, -71.081457)"
Crush Pizza,,107 State,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,6/27/13 12:43,16032359319,130368,"(42.35902, -71.054927)"
CUPPACOFFEE,,1 Merrimac,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,9/27/11 10:32,15089306297,342817,"(42.3594, -71.0587)"
Currito Burrito,,300 LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/20/07 11:09,16175671112,,"(42.3594, -71.0587)"
D and D Restaurant,,3141 Washington,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,2/7/14 9:49,16175221111,144632,"(42.314156, -71.100215)"
D Coal Pot,,984 Hyde Park,Hyde Park,MA,2136,Active,FT,Eating & Drinking w/ Take Out,7/1/13 14:36,18573459512,166488,"(42.266054, -71.12084)"
DACOOPA SUB & PIZZA,,474 Saratoga,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16175673399,122682,"(42.38014, -71.02729)"
D'ANGELO,,1345 HYDE PARK ,HYDE PARK,MA,2136,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,17814611200,,"(42.3594, -71.0587)"
D'ANGELO SANDWICH SHOP,,818 HARRISON ,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10000000000,,"(42.3594, -71.0587)"
D'ANGELO/PAPA GINO'S,,200 Brookline,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,17814611200,157892,"(42.343633, -71.101981)"
D'ANGELO'S,,267 OLD COLONY ,SOUTH BOSTON,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,17814611200,,"(42.3594, -71.0587)"
