96 St 6 train icon,96 St,"24,591","24,870","(40.791646, -73.964699)"
96 St B train icon C train icon,96 St,"8,530","9,037","(40.791646, -73.964699)"
Astor Place 6 train icon,Astor Place,"17,376","17,630","(40.730054, -73.991070)"
Bowery J train icon Z train icon,Bowery,"3,084","3,016","(40.720280, -73.993915)"
Bowling Green 4 train icon 5 train icon,Bowling Green,"26,925","26,411","(40.704817, -74.014065)"
Broad St J train icon Z train icon,Broad St,"7,052","6,401","(40.706476, -74.011056)"
Broadway-Lafayette St B train icon D train icon F train icon M train icon/Bleecker St 6 train icon,Broadway-Lafayette St,"32,489","34,191","(40.725297, -73.996204)"
Brooklyn Bridge-City Hall 4 train icon 5 train icon 6 train icon/Chambers St J train icon Z train icon,Brooklyn Bridge-City Hall,"36,679","36,939","(40.713065, -74.004131)"
Canal St 1 train icon,Canal St,"5,526","5,691","(40.718092, -73.999892)"
Canal St  A train icon C train icon E train icon,Canal St ,"17,858","17,975","(40.718092, -73.999892)"
Canal St J train icon N train icon Q train icon R train icon Z train icon 6 train icon,Canal St,"46,450","46,435","(40.718092, -73.999892)"
Cathedral Pkwy-110 St 1 train icon,Cathedral Pkwy-110 St,"13,277","13,116","(40.800605, -73.958158)"
Cathedral Pkwy-110 St B train icon C train icon,Cathedral Pkwy-110 St,"6,309","6,597","(40.800605, -73.958158)"
Central Park North-110 St 2 train icon 3 train icon ,Central Park North-110 St,"7,927","8,098","(40.799075, -73.951822)"
Chambers St 1 train icon 2 train icon 3 train icon,Chambers St,"20,202","21,619","(40.713243, -74.003401)"
Chambers St A train icon C train icon/WTC E train icon/Park Place 2 train icon 3 train icon ,Chambers St,"51,076","50,671","(40.713243, -74.003401)"
Christopher St-Sheridan Sq 1 train icon,Christopher St-Sheridan Sq,"10,016","10,005","(40.733422, -74.002906)"
City Hall R train icon,City Hall,"10,636","9,840","(40.713282, -74.006978)"
Cortlandt St 1 train icon,Cortlandt St,0,0,"(40.710668, -74.011029)"
Cortlandt St R train icon,Cortlandt St,347,"3,361","(40.710668, -74.011029)"
Delancey St F train icon/Essex St  J train icon M train icon Z train icon,Delancey St,"19,380","20,798","(40.718611, -73.988114)"
Dyckman St 1 train icon,Dyckman St,"7,248","7,092","(40.860531, -73.925536)"
Dyckman St A train icon,Dyckman St,"5,579","5,935","(40.860531, -73.925536)"
East Broadway F train icon,East Broadway,"12,783","12,779","(40.713715, -73.990173)"
Franklin St 1 train icon,Franklin St,"5,596","5,804","(40.719318, -74.006886)"
Fulton St A train icon C train icon J train icon Z train icon 2 train icon 3 train icon 4 train icon 5 train icon,Fulton St,"65,635","64,287","(40.710374, -74.007582)"
Grand Central-42 St S train icon 4 train icon 5 train icon 6 train icon 7 train icon,Grand Central-42 St,"144,904","144,350","(40.751431, -73.976041)"
Grand St B train icon D train icon,Grand St,"23,266","23,304","(40.711926, -73.940670)"
Harlem-148 St 3 train icon,Harlem-148 St,"3,266","3,277","(40.823880, -73.936470)"
Houston St 1 train icon,Houston St,"13,606","13,908","(40.728251, -74.005367)"
Inwood-207 St A train icon,Inwood-207 St,"8,113","8,202","(40.868072, -73.919899)"
Lexington Av N train icon Q train icon R train icon/59 St  4 train icon 5 train icon 6 train icon,Lexington Av,"61,403","63,138","(40.762660, -73.967258)"
Lexington Av-53 St E train icon M train icon/51 St  6 train icon,Lexington Av-53 St,"64,389","62,774","(40.757552, -73.969055)"
Lexington Av-63 St F train icon,Lexington Av-63 St,"13,425","15,816","(40.762660, -73.967258)"
Marble Hill-225 St 1 train icon,Marble Hill-225 St,"5,586","5,570","(40.874561, -73.909831)"
Prince St N train icon R train icon,Prince St,"13,834","14,826","(40.724329, -73.997702)"
Rector St 1 train icon,Rector St,"7,983","8,165","(40.707220, -74.013342)"
Rector St R train icon,Rector St,"9,487","8,588","(40.707220, -74.013342)"
Roosevelt Island F train icon,Roosevelt Island,"5,816","7,870","(40.759145, -73.953260)"
South Ferry1 train icon/Whitehall St  R train icon,South Ferr,"29,284","29,014","(40.702068, -74.013664)"
Spring St 6 train icon,Spring St,"10,603","11,132","(40.726227, -74.003739)"
Spring St  C train icon E train icon ,Spring St ,"10,893","11,249","(40.726227, -74.003739)"
Times Sq-42 St N train icon Q train icon R train icon S train icon  1 train icon 2 train icon 3 train icon 7 train icon/42 St  A train icon C train icon E train icon,Times Sq-42 St,"181,224","182,170","(40.754672, -73.986754)"
Wall St 2 train icon 3 train icon ,Wall St,"26,090","25,371","(40.706821, -74.009100)"
Wall St 4 train icon 5 train icon,Wall St,"22,358","22,551","(40.706821, -74.009100)"
West 4 St-Washington Sq  A train icon B train icon C train icon D train icon E train icon F train icon M train icon,West 4 St-Washington Sq ,"37,304","37,175","(40.732338, -74.000495)"
103 St-Corona Plaza 7 train icon,103 St-Corona Plaza,"17,627","17,751","(40.796092, -73.961454)"
104 St A train icon,104 St,"1,715","1,693","(40.695178, -73.844330)"
104 St J train icon Z train icon,104 St,"2,498","2,527","(40.695178, -73.844330)"
111 St 7 train icon,111 St,"10,366","10,457","(40.697418, -73.836345)"
111 St A train icon,111 St,"2,666","2,618","(40.697418, -73.836345)"
111 St J train icon,111 St,"2,607","2,650","(40.697418, -73.836345)"
121 St J train icon Z train icon,121 St,"2,091","2,176","(40.700492, -73.828294)"
169 St F train icon,169 St,"8,412","8,600","(40.710470, -73.793604)"
21 St G train icon,21 St,"1,015","1,050","(40.754203, -73.942836)"
21 St-Queensbridge F train icon,21 St-Queensbridge,"7,602","8,365","(40.754203, -73.942836)"
30 Av N train icon Q train icon,30 Av,"13,430","13,791","(40.766779, -73.921479)"
33 St-Rawson St 7 train icon,33 St-Rawson St,"13,405","13,660","(40.744587, -73.930997)"
36 Av N train icon Q train icon,36 Av,"7,187","7,352","(40.756804, -73.929575)"
36 St M train icon R train icon,36 St,"3,743","4,003","(40.655144, -74.003549)"
39 Av N train icon Q train icon,39 Av,"2,562","2,833","(40.752882, -73.932755)"
40 St-Lowery St 7 train icon,40 St-Lowery St,"10,433","10,620","(40.743781, -73.924016)"
46 St M train icon R train icon,46 St,"9,222","9,246","(40.756312, -73.913333)"
46 St-Bliss St 7 train icon,46 St-Bliss St,"14,273","14,389","(40.743132, -73.918435)"
52 St 7 train icon,52 St,"6,388","6,440","(40.744149, -73.912549)"
63 Dr-Rego Park M train icon R train icon,63 Dr-Rego Park,"14,395","14,940","(40.729846, -73.861604)"
65 St M train icon R train icon,65 St,"3,296","3,313","(40.749669, -73.898453)"
67 Av M train icon R train icon,67 Av,"9,317","9,238","(40.726523, -73.852719)"
69 St 7 train icon,69 St,"4,878","5,031","(40.746325, -73.896403)"
74-Bway 7 train icon/Jackson Hts-Roosevelt Av E train icon F train icon M train icon R train icon,74-Bway,"48,426","49,216","(40.746848, -73.891394)"
75 Av E train icon F train icon,75 Av,"3,595","3,692","(40.718331, -73.837324)"
75 St-Elderts Ln J train icon Z train icon,75 St-Elderts Ln,"3,737","3,686","(40.691324, -73.867139)"
80 St A train icon,80 St,"4,151","4,101","(40.679371, -73.858992)"
82 St-Jackson Hts 7 train icon,82 St-Jackson Hts,"16,092","15,575","(40.747659, -73.883697)"
85 St-Forest Pkwy J train icon,85 St-Forest Pkwy,"3,592","3,643","(40.692435, -73.860010)"
88 St A train icon,88 St,"2,638","2,648","(40.679843, -73.851470)"
90 St-Elmhurst Av 7 train icon,90 St-Elmhurst Av,"16,618","16,647","(40.742454, -73.882017)"
Aqueduct Racetrack A train icon,Aqueduct Racetrack,52,61,"(40.672131, -73.835812)"
Aqueduct-North Conduit Av A train icon,Aqueduct-North Conduit Av,830,791,"(40.668234, -73.834058)"
Astoria Blvd N train icon Q train icon,Astoria Blvd,"10,993","11,173","(40.770258, -73.917843)"
Astoria-Ditmars Blvd N train icon Q train icon,Astoria-Ditmars Blvd,"16,027","16,148","(40.775036, -73.912034)"
Beach 105 St A train icon S train icon,Beach 105 St,191,208,"(40.583209, -73.827559)"
Beach 25 St A train icon,Beach 25 St,"1,748","1,329","(40.600066, -73.761353)"
Beach 36 St A train icon,Beach 36 St,896,"1,111","(40.595398, -73.768175)"
Beach 44 St A train icon,Beach 44 St,594,478,"(40.592943, -73.776013)"
Beach 60 St A train icon,Beach 60 St,"2,401","2,624","(40.592374, -73.788522)"
Beach 67 St A train icon,Beach 67 St,"1,912","1,546","(40.590927, -73.796924)"
Beach 90 St A train icon S train icon,Beach 90 St,864,908,"(40.588034, -73.813641)"
Beach 98 St A train icon S train icon,Beach 98 St,782,503,"(40.585307, -73.820558)"
Briarwood-Van Wyck Blvd E train icon F train icon,Briarwood-Van Wyck Blvd,"5,744","5,688","(40.709179, -73.820574)"
Broad Channel A train icon S train icon,Broad Channel,325,318,"(40.608382, -73.815925)"
Broadway N train icon Q train icon,Broadway,"12,511","12,644","(40.761820, -73.925508)"
Court Sq E train icon G train icon M train icon 7 train icon,Court Sq,"25,140","24,848","(40.746554, -73.943832)"
Elmhurst Av  M train icon R train icon,Elmhurst Av ,"13,410","13,253","(40.742454, -73.882017)"
Far Rockaway-Mott Av A train icon,Far Rockaway-Mott Av,"4,568","4,662","(40.603995, -73.755405)"
Flushing-Main St 7 train icon,Flushing-Main St,"57,753","59,093","(40.759600, -73.830030)"
Forest Av M train icon,Forest Av,"3,502","3,608","(40.704423, -73.903077)"
Forest Hills-71 Av E train icon F train icon M train icon R train icon,Forest Hills-71 Av,"26,190","26,494","(40.721691, -73.844521)"
Fresh Pond Rd M train icon,Fresh Pond Rd,"4,782","5,001","(40.706186, -73.895877)"
Grand Av-Newtown M train icon R train icon,Grand Av-Newtown,"17,387","17,466","(40.737015, -73.877223)"
Howard Beach-JFK Airport A train icon,Howard Beach-JFK Airport,"2,801","2,667","(40.660476, -73.830301)"
Hunters Point Av 7 train icon,Hunters Point Av,"6,210","6,023","(40.742216, -73.948916)"
Jamaica Center-Parsons-Archer  E train icon J train icon Z train icon,Jamaica Center-Parsons-Archer ,"38,563","39,327","(40.702147, -73.801109)"
Jamaica-179 St F train icon,Jamaica-179 St,"22,535","22,766","(40.712646, -73.783817)"
Jamaica-Van Wyck E train icon,Jamaica-Van Wyck,"4,279","4,588","(40.702566, -73.816859)"
Junction Blvd 7 train icon,Junction Blvd,"21,196","21,593","(40.749145, -73.869527)"
Kew Gardens-Union Turnpike  E train icon F train icon,Kew Gardens-Union Turnpike ,"26,411","26,763","(40.714441, -73.831008)"
Mets-Willets Point 7 train icon,Mets-Willets Point,"4,998","4,648","(40.754622, -73.845625)"
Middle Village-Metropolitan Av  M train icon,Middle Village-Metropolitan Av ,"3,763","3,815","(40.711396, -73.889601)"
Northern Blvd  M train icon R train icon,Northern Blvd ,"7,263","7,066","(40.752885, -73.906006)"
Ozone Park-Lefferts Blvd A train icon,Ozone Park-Lefferts Blvd,"7,434","7,326","(40.685951, -73.825798)"
Parsons Blvd F train icon,Parsons Blvd,"5,920","6,013","(40.707564, -73.803326)"
Queens Plaza  E train icon M train icon R train icon,Queens Plaza ,"8,277","8,370","(40.748973, -73.937243)"
Queensboro Plaza N train icon Q train icon  7 train icon,Queensboro Plaza,"8,682","8,916","(40.750582, -73.940202)"
Rockaway Blvd A train icon,Rockaway Blvd,"7,441","7,715","(40.680429, -73.843853)"
Rockaway Park-Beach 116 St  A train icon S train icon,Rockaway Park-Beach 116 St ,796,778,"(40.580903, -73.835592)"
Seneca Av M train icon,Seneca Av,"2,158","2,235","(40.702762, -73.907740)"
Steinway St  M train icon R train icon,Steinway St ,"13,901","14,028","(40.756879, -73.920740)"
Sutphin Blvd F train icon,Sutphin Blvd,"4,404","4,605","(40.705460, -73.810708)"
Sutphin Blvd-Archer Av-JFK Airport E train icon J train icon Z train icon,Sutphin Blvd-Archer Av-JFK Airport,"20,144","20,706","(40.705460, -73.810708)"
Vernon Blvd-Jackson Av 7 train icon,Vernon Blvd-Jackson Av,"9,607","10,028","(40.742626, -73.953581)"
Woodhaven Blvd J train icon Z train icon,Woodhaven Blvd,"4,176","4,260","(40.693879, -73.851576)"
Woodhaven Blvd M train icon R train icon,Woodhaven Blvd,"23,035","22,673","(40.693879, -73.851576)"
Woodside-61 St 7 train icon,Woodside-61 St,"16,541","16,680","(40.745630, -73.902984)"
