GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
Geographic identifier code,Id2,Geographic area name,2007 NAICS code,Meaning of 2007 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
8610000US35580,35580,"ZIP 35580 (Parrish, AL)",00,Total for all sectors,2011,35,f,D,D
8610000US35581,35581,"ZIP 35581 (Phil Campbell, AL)",00,Total for all sectors,2011,43,211,1000,5696
8610000US35582,35582,"ZIP 35582 (Red Bay, AL)",00,Total for all sectors,2011,117,h,D,D
8610000US35584,35584,"ZIP 35584 (Sipsey, AL)",00,Total for all sectors,2011,5,34,332,1404
8610000US35585,35585,"ZIP 35585 (Spruce Pine, AL)",00,Total for all sectors,2011,15,52,242,1091
8610000US35586,35586,"ZIP 35586 (Sulligent, AL)",00,Total for all sectors,2011,64,f,D,D
8610000US35587,35587,"ZIP 35587 (Townley, AL)",00,Total for all sectors,2011,8,23,148,600
8610000US35592,35592,"ZIP 35592 (Vernon, AL)",00,Total for all sectors,2011,122,1428,10067,43825
8610000US35593,35593,"ZIP 35593 (Vina, AL)",00,Total for all sectors,2011,18,52,329,1775
8610000US35594,35594,"ZIP 35594 (Winfield, AL)",00,Total for all sectors,2011,191,2113,16045,69333
8610000US35601,35601,"ZIP 35601 (Decatur, AL)",00,Total for all sectors,2011,1335,23965,212638,901528
8610000US35602,35602,"ZIP 35602 (Decatur, AL)",00,Total for all sectors,2011,81,1435,13058,55424
8610000US35603,35603,"ZIP 35603 (Decatur, AL)",00,Total for all sectors,2011,499,6750,46927,197224
8610000US35609,35609,"ZIP 35609 (Decatur, AL)",00,Total for all sectors,2011,20,1852,28247,107917
8610000US35610,35610,"ZIP 35610 (Anderson, AL)",00,Total for all sectors,2011,14,48,178,746
8610000US35611,35611,"ZIP 35611 (Athens, AL)",00,Total for all sectors,2011,677,8427,59928,260519
8610000US35612,35612,"ZIP 35612 (Athens, AL)",00,Total for all sectors,2011,39,265,1836,8478
8610000US35613,35613,"ZIP 35613 (Athens, AL)",00,Total for all sectors,2011,183,1706,13329,55903
8610000US35614,35614,"ZIP 35614 (Athens, AL)",00,Total for all sectors,2011,45,170,913,4259
8610000US35615,35615,"ZIP 35615 (Belle Mina, AL)",00,Total for all sectors,2011,2,a,D,D
8610000US35616,35616,"ZIP 35616 (Cherokee, AL)",00,Total for all sectors,2011,46,1053,12395,53107
8610000US35617,35617,"ZIP 35617 (Cloverdale, AL)",00,Total for all sectors,2011,2,a,D,D
8610000US35618,35618,"ZIP 35618 (Courtland, AL)",00,Total for all sectors,2011,37,1610,33116,136838
8610000US35619,35619,"ZIP 35619 (Danville, AL)",00,Total for all sectors,2011,34,157,772,3588
8610000US35620,35620,"ZIP 35620 (Elkmont, AL)",00,Total for all sectors,2011,61,415,2830,11992
8610000US35621,35621,"ZIP 35621 (Eva, AL)",00,Total for all sectors,2011,36,165,742,3008
8610000US35622,35622,"ZIP 35622 (Falkville, AL)",00,Total for all sectors,2011,66,999,6262,27461
8610000US35630,35630,"ZIP 35630 (Florence, AL)",00,Total for all sectors,2011,1285,19308,124420,535205
8610000US35631,35631,"ZIP 35631 (Florence, AL)",00,Total for all sectors,2011,30,560,4779,20358
8610000US35632,35632,"ZIP 35632 (Florence, AL)",00,Total for all sectors,2011,10,c,D,D
8610000US35633,35633,"ZIP 35633 (Florence, AL)",00,Total for all sectors,2011,170,1275,7146,30492
8610000US35634,35634,"ZIP 35634 (Florence, AL)",00,Total for all sectors,2011,127,865,6247,25013
8610000US35640,35640,"ZIP 35640 (Hartselle, AL)",00,Total for all sectors,2011,396,4699,31947,130641
8610000US35643,35643,"ZIP 35643 (Hillsboro, AL)",00,Total for all sectors,2011,32,197,1654,8053
8610000US35645,35645,"ZIP 35645 (Killen, AL)",00,Total for all sectors,2011,152,1029,5520,24309
8610000US35646,35646,"ZIP 35646 (Leighton, AL)",00,Total for all sectors,2011,50,370,2391,12277
8610000US35647,35647,"ZIP 35647 (Lester, AL)",00,Total for all sectors,2011,3,5,34,209
8610000US35648,35648,"ZIP 35648 (Lexington, AL)",00,Total for all sectors,2011,40,197,1064,4455
8610000US35649,35649,"ZIP 35649 (Mooresville, AL)",00,Total for all sectors,2011,4,b,D,D
8610000US35650,35650,"ZIP 35650 (Moulton, AL)",00,Total for all sectors,2011,230,2474,15671,70127
8610000US35651,35651,"ZIP 35651 (Mount Hope, AL)",00,Total for all sectors,2011,5,43,159,613
8610000US35652,35652,"ZIP 35652 (Rogersville, AL)",00,Total for all sectors,2011,135,1036,5220,21380
8610000US35653,35653,"ZIP 35653 (Russellville, AL)",00,Total for all sectors,2011,297,i,S,152547
8610000US35654,35654,"ZIP 35654 (Russellville, AL)",00,Total for all sectors,2011,73,613,3692,18516
8610000US35660,35660,"ZIP 35660 (Sheffield, AL)",00,Total for all sectors,2011,258,3957,29539,132637
8610000US35661,35661,"ZIP 35661 (Muscle Shoals, AL)",00,Total for all sectors,2011,511,9666,76381,338911
8610000US35662,35662,"ZIP 35662 (Muscle Shoals, AL)",00,Total for all sectors,2011,26,430,4720,22777
8610000US35670,35670,"ZIP 35670 (Somerville, AL)",00,Total for all sectors,2011,64,e,D,D
8610000US35671,35671,"ZIP 35671 (Tanner, AL)",00,Total for all sectors,2011,33,271,3530,13095
8610000US35672,35672,"ZIP 35672 (Town Creek, AL)",00,Total for all sectors,2011,50,251,989,5020
8610000US35673,35673,"ZIP 35673 (Trinity, AL)",00,Total for all sectors,2011,88,1487,24046,95666
8610000US35674,35674,"ZIP 35674 (Tuscumbia, AL)",00,Total for all sectors,2011,347,3409,23910,105257
8610000US35677,35677,"ZIP 35677 (Waterloo, AL)",00,Total for all sectors,2011,10,b,337,2002
8610000US35739,35739,"ZIP 35739 (Ardmore, AL)",00,Total for all sectors,2011,75,420,2343,9906
8610000US35740,35740,"ZIP 35740 (Bridgeport, AL)",00,Total for all sectors,2011,34,1037,7240,30502
8610000US35741,35741,"ZIP 35741 (Brownsboro, AL)",00,Total for all sectors,2011,56,504,5494,20411
8610000US35742,35742,"ZIP 35742 (Capshaw, AL)",00,Total for all sectors,2011,4,b,D,D
8610000US35744,35744,"ZIP 35744 (Dutton, AL)",00,Total for all sectors,2011,13,64,215,1059
8610000US35745,35745,"ZIP 35745 (Estillfork, AL)",00,Total for all sectors,2011,3,a,D,D
8610000US35747,35747,"ZIP 35747 (Grant, AL)",00,Total for all sectors,2011,58,418,2791,11834
8610000US35748,35748,"ZIP 35748 (Gurley, AL)",00,Total for all sectors,2011,61,274,1663,7299
8610000US35749,35749,"ZIP 35749 (Harvest, AL)",00,Total for all sectors,2011,127,717,4343,19750
8610000US35750,35750,"ZIP 35750 (Hazel Green, AL)",00,Total for all sectors,2011,128,981,6238,28322
8610000US35751,35751,"ZIP 35751 (Hollytree, AL)",00,Total for all sectors,2011,3,15,S,362
8610000US35752,35752,"ZIP 35752 (Hollywood, AL)",00,Total for all sectors,2011,28,419,7392,30621
8610000US35754,35754,"ZIP 35754 (Laceys Spring, AL)",00,Total for all sectors,2011,70,391,2528,10410
8610000US35755,35755,"ZIP 35755 (Langston, AL)",00,Total for all sectors,2011,5,33,109,564
8610000US35756,35756,"ZIP 35756 (Madison, AL)",00,Total for all sectors,2011,102,1633,14052,60443
8610000US35757,35757,"ZIP 35757 (Madison, AL)",00,Total for all sectors,2011,91,636,2966,12980
8610000US35758,35758,"ZIP 35758 (Madison, AL)",00,Total for all sectors,2011,1008,16308,152966,653819
8610000US35759,35759,"ZIP 35759 (Meridianville, AL)",00,Total for all sectors,2011,96,858,6286,26569
8610000US35760,35760,"ZIP 35760 (New Hope, AL)",00,Total for all sectors,2011,49,284,1673,7559
8610000US35761,35761,"ZIP 35761 (New Market, AL)",00,Total for all sectors,2011,66,284,1528,6743
8610000US35762,35762,"ZIP 35762 (Normal, AL)",00,Total for all sectors,2011,4,c,D,D
8610000US35763,35763,"ZIP 35763 (Owens Cross Roads, AL)",00,Total for all sectors,2011,213,2089,12435,53018
8610000US35764,35764,"ZIP 35764 (Paint Rock, AL)",00,Total for all sectors,2011,7,91,499,2166
8610000US35765,35765,"ZIP 35765 (Pisgah, AL)",00,Total for all sectors,2011,26,138,750,3312
8610000US35766,35766,"ZIP 35766 (Princeton, AL)",00,Total for all sectors,2011,3,4,22,61
8610000US35767,35767,"ZIP 35767 (Ryland, AL)",00,Total for all sectors,2011,1,a,D,D
8610000US35768,35768,"ZIP 35768 (Scottsboro, AL)",00,Total for all sectors,2011,428,7093,47416,195223
8610000US35769,35769,"ZIP 35769 (Scottsboro, AL)",00,Total for all sectors,2011,144,1630,11787,49608
8610000US35771,35771,"ZIP 35771 (Section, AL)",00,Total for all sectors,2011,40,202,905,3800
8610000US35772,35772,"ZIP 35772 (Stevenson, AL)",00,Total for all sectors,2011,66,1183,13499,56024
8610000US35773,35773,"ZIP 35773 (Toney, AL)",00,Total for all sectors,2011,84,516,2986,13903
8610000US35774,35774,"ZIP 35774 (Trenton, AL)",00,Total for all sectors,2011,1,a,D,D
8610000US35775,35775,"ZIP 35775 (Valhermoso Springs, AL)",00,Total for all sectors,2011,3,a,70,266
8610000US35776,35776,"ZIP 35776 (Woodville, AL)",00,Total for all sectors,2011,17,99,531,3063
8610000US35801,35801,"ZIP 35801 (Huntsville, AL)",00,Total for all sectors,2011,1874,31288,297323,1338520
8610000US35802,35802,"ZIP 35802 (Huntsville, AL)",00,Total for all sectors,2011,571,8399,69020,300161
8610000US35803,35803,"ZIP 35803 (Huntsville, AL)",00,Total for all sectors,2011,335,5180,39154,160634
8610000US35804,35804,"ZIP 35804 (Huntsville, AL)",00,Total for all sectors,2011,42,379,2987,12581
8610000US35805,35805,"ZIP 35805 (Huntsville, AL)",00,Total for all sectors,2011,727,19345,269878,1120004
8610000US35806,35806,"ZIP 35806 (Huntsville, AL)",00,Total for all sectors,2011,849,29363,407159,1666100
8610000US35807,35807,"ZIP 35807 (Huntsville, AL)",00,Total for all sectors,2011,12,356,4895,19483
8610000US35808,35808,"ZIP 35808 (Huntsville, AL)",00,Total for all sectors,2011,13,84,870,3679
8610000US35809,35809,"ZIP 35809 (Huntsville, AL)",00,Total for all sectors,2011,6,48,427,1742
8610000US35810,35810,"ZIP 35810 (Huntsville, AL)",00,Total for all sectors,2011,343,5442,44906,185570
8610000US35811,35811,"ZIP 35811 (Huntsville, AL)",00,Total for all sectors,2011,394,8161,69440,287708
8610000US35812,35812,"ZIP 35812 (Huntsville, AL)",00,Total for all sectors,2011,24,917,14088,59325
8610000US35813,35813,"ZIP 35813 (Huntsville, AL)",00,Total for all sectors,2011,4,201,2486,11820
8610000US35814,35814,"ZIP 35814 (Huntsville, AL)",00,Total for all sectors,2011,14,f,D,D
8610000US35815,35815,"ZIP 35815 (Huntsville, AL)",00,Total for all sectors,2011,7,b,D,D
8610000US35816,35816,"ZIP 35816 (Huntsville, AL)",00,Total for all sectors,2011,580,7454,67229,284241
8610000US35824,35824,"ZIP 35824 (Huntsville, AL)",00,Total for all sectors,2011,137,5940,102579,420760
8610000US35893,35893,"ZIP 35893 (Huntsville, AL)",00,Total for all sectors,2011,2,e,D,D
8610000US35896,35896,"ZIP 35896 (Huntsville, AL)",00,Total for all sectors,2011,9,g,D,D
8610000US35898,35898,"ZIP 35898 (Huntsville, AL)",00,Total for all sectors,2011,68,813,12808,53544
8610000US35899,35899,"ZIP 35899 (Huntsville, AL)",00,Total for all sectors,2011,10,c,545,2191
8610000US35901,35901,"ZIP 35901 (Gadsden, AL)",00,Total for all sectors,2011,720,8674,57277,251873
8610000US35902,35902,"ZIP 35902 (Gadsden, AL)",00,Total for all sectors,2011,48,581,5447,24227
8610000US35903,35903,"ZIP 35903 (Gadsden, AL)",00,Total for all sectors,2011,344,8445,75523,315402
8610000US35904,35904,"ZIP 35904 (Gadsden, AL)",00,Total for all sectors,2011,174,3073,22105,94764
8610000US35905,35905,"ZIP 35905 (Gadsden, AL)",00,Total for all sectors,2011,81,772,4353,18245
8610000US35906,35906,"ZIP 35906 (Rainbow City, AL)",00,Total for all sectors,2011,293,3831,25392,111362
8610000US35907,35907,"ZIP 35907 (Gadsden, AL)",00,Total for all sectors,2011,70,465,2178,9968
8610000US35950,35950,"ZIP 35950 (Albertville, AL)",00,Total for all sectors,2011,508,10479,75184,298718
8610000US35951,35951,"ZIP 35951 (Albertville, AL)",00,Total for all sectors,2011,110,1720,10777,46226
8610000US35952,35952,"ZIP 35952 (Altoona, AL)",00,Total for all sectors,2011,64,427,2056,8986
8610000US35953,35953,"ZIP 35953 (Ashville, AL)",00,Total for all sectors,2011,97,513,2795,12332
8610000US35954,35954,"ZIP 35954 (Attalla, AL)",00,Total for all sectors,2011,179,2531,15016,62712
8610000US35956,35956,"ZIP 35956 (Boaz, AL)",00,Total for all sectors,2011,55,361,1873,7592
8610000US35957,35957,"ZIP 35957 (Boaz, AL)",00,Total for all sectors,2011,315,7386,47562,204470
8610000US35958,35958,"ZIP 35958 (Bryant, AL)",00,Total for all sectors,2011,25,e,D,D
8610000US35959,35959,"ZIP 35959 (Cedar Bluff, AL)",00,Total for all sectors,2011,42,199,935,4117
8610000US35960,35960,"ZIP 35960 (Centre, AL)",00,Total for all sectors,2011,238,2351,14501,61853
8610000US35961,35961,"ZIP 35961 (Collinsville, AL)",00,Total for all sectors,2011,45,1625,9462,42635
8610000US35962,35962,"ZIP 35962 (Crossville, AL)",00,Total for all sectors,2011,61,686,5702,21426
8610000US35963,35963,"ZIP 35963 (Dawson, AL)",00,Total for all sectors,2011,3,4,S,51
8610000US35964,35964,"ZIP 35964 (Douglas, AL)",00,Total for all sectors,2011,11,48,272,1008
8610000US35966,35966,"ZIP 35966 (Flat Rock, AL)",00,Total for all sectors,2011,21,71,379,3011
8610000US35967,35967,"ZIP 35967 (Fort Payne, AL)",00,Total for all sectors,2011,403,6011,45013,186032
8610000US35968,35968,"ZIP 35968 (Fort Payne, AL)",00,Total for all sectors,2011,143,3107,21702,89089
8610000US35971,35971,"ZIP 35971 (Fyffe, AL)",00,Total for all sectors,2011,71,746,4448,19563
8610000US35972,35972,"ZIP 35972 (Gallant, AL)",00,Total for all sectors,2011,3,b,D,D
8610000US35973,35973,"ZIP 35973 (Gaylesville, AL)",00,Total for all sectors,2011,12,48,279,1201
8610000US35974,35974,"ZIP 35974 (Geraldine, AL)",00,Total for all sectors,2011,30,370,2326,9216
8610000US35975,35975,"ZIP 35975 (Groveoak, AL)",00,Total for all sectors,2011,1,a,D,D
8610000US35976,35976,"ZIP 35976 (Guntersville, AL)",00,Total for all sectors,2011,475,7110,45761,196502
8610000US35978,35978,"ZIP 35978 (Henagar, AL)",00,Total for all sectors,2011,60,f,4272,19752
8610000US35979,35979,"ZIP 35979 (Higdon, AL)",00,Total for all sectors,2011,11,50,269,1226
8610000US35980,35980,"ZIP 35980 (Horton, AL)",00,Total for all sectors,2011,22,b,S,1964
8610000US35981,35981,"ZIP 35981 (Ider, AL)",00,Total for all sectors,2011,20,169,927,3490
8610000US35983,35983,"ZIP 35983 (Leesburg, AL)",00,Total for all sectors,2011,37,863,5942,28702
8610000US35984,35984,"ZIP 35984 (Mentone, AL)",00,Total for all sectors,2011,21,99,624,3766
8610000US35986,35986,"ZIP 35986 (Rainsville, AL)",00,Total for all sectors,2011,166,2217,15617,69847
8610000US35987,35987,"ZIP 35987 (Steele, AL)",00,Total for all sectors,2011,36,615,5640,23630
8610000US35988,35988,"ZIP 35988 (Sylvania, AL)",00,Total for all sectors,2011,25,228,1055,4553
8610000US35989,35989,"ZIP 35989 (Valley Head, AL)",00,Total for all sectors,2011,34,491,2935,13250
8610000US35990,35990,"ZIP 35990 (Walnut Grove, AL)",00,Total for all sectors,2011,6,24,234,933
8610000US36003,36003,"ZIP 36003 (Autaugaville, AL)",00,Total for all sectors,2011,17,126,1005,3535
8610000US36005,36005,"ZIP 36005 (Banks, AL)",00,Total for all sectors,2011,6,49,273,1220
8610000US36006,36006,"ZIP 36006 (Billingsley, AL)",00,Total for all sectors,2011,16,c,D,D
8610000US36008,36008,"ZIP 36008 (Booth, AL)",00,Total for all sectors,2011,1,a,D,D
8610000US36009,36009,"ZIP 36009 (Brantley, AL)",00,Total for all sectors,2011,46,337,2235,10374
8610000US36010,36010,"ZIP 36010 (Brundidge, AL)",00,Total for all sectors,2011,77,1571,12113,46046
8610000US36013,36013,"ZIP 36013 (Cecil, AL)",00,Total for all sectors,2011,10,122,816,3408
8610000US36015,36015,"ZIP 36015 (Chapman, AL)",00,Total for all sectors,2011,5,e,D,D
8610000US36016,36016,"ZIP 36016 (Clayton, AL)",00,Total for all sectors,2011,51,359,2673,11267
8610000US36017,36017,"ZIP 36017 (Clio, AL)",00,Total for all sectors,2011,9,78,604,2699
8610000US36020,36020,"ZIP 36020 (Coosada, AL)",00,Total for all sectors,2011,14,170,1487,5798
8610000US36022,36022,"ZIP 36022 (Deatsville, AL)",00,Total for all sectors,2011,65,304,1763,7976
8610000US36023,36023,"ZIP 36023 (East Tallassee, AL)",00,Total for all sectors,2011,1,a,D,D
8610000US36024,36024,"ZIP 36024 (Eclectic, AL)",00,Total for all sectors,2011,70,670,4431,18930
8610000US36025,36025,"ZIP 36025 (Elmore, AL)",00,Total for all sectors,2011,40,435,2929,12723
8610000US36026,36026,"ZIP 36026 (Equality, AL)",00,Total for all sectors,2011,8,59,373,1572
8610000US36027,36027,"ZIP 36027 (Eufaula, AL)",00,Total for all sectors,2011,393,6701,48986,195982
8610000US36028,36028,"ZIP 36028 (Dozier, AL)",00,Total for all sectors,2011,11,57,475,1844
8610000US36029,36029,"ZIP 36029 (Fitzpatrick, AL)",00,Total for all sectors,2011,9,42,206,846
8610000US36030,36030,"ZIP 36030 (Forest Home, AL)",00,Total for all sectors,2011,2,a,D,D
8610000US36032,36032,"ZIP 36032 (Fort Deposit, AL)",00,Total for all sectors,2011,33,622,3662,15479
8610000US36033,36033,"ZIP 36033 (Georgiana, AL)",00,Total for all sectors,2011,55,645,3176,13863
8610000US36034,36034,"ZIP 36034 (Glenwood, AL)",00,Total for all sectors,2011,8,70,579,2317
8610000US36035,36035,"ZIP 36035 (Goshen, AL)",00,Total for all sectors,2011,27,113,508,2852
8610000US36036,36036,"ZIP 36036 (Grady, AL)",00,Total for all sectors,2011,7,45,176,701
8610000US36037,36037,"ZIP 36037 (Greenville, AL)",00,Total for all sectors,2011,330,4292,27314,117530
8610000US36038,36038,"ZIP 36038 (Gantt, AL)",00,Total for all sectors,2011,9,29,100,521
8610000US36039,36039,"ZIP 36039 (Hardaway, AL)",00,Total for all sectors,2011,2,a,D,D
8610000US36040,36040,"ZIP 36040 (Hayneville, AL)",00,Total for all sectors,2011,37,331,1764,6538
8610000US36041,36041,"ZIP 36041 (Highland Home, AL)",00,Total for all sectors,2011,21,185,977,4292
8610000US36042,36042,"ZIP 36042 (Honoraville, AL)",00,Total for all sectors,2011,5,b,D,D
8610000US36043,36043,"ZIP 36043 (Hope Hull, AL)",00,Total for all sectors,2011,56,1186,10375,51319
8610000US36045,36045,"ZIP 36045 (Kent, AL)",00,Total for all sectors,2011,1,a,D,D
8610000US36046,36046,"ZIP 36046 (Lapine, AL)",00,Total for all sectors,2011,14,84,592,2714
8610000US36047,36047,"ZIP 36047 (Letohatchee, AL)",00,Total for all sectors,2011,11,b,D,D
8610000US36048,36048,"ZIP 36048 (Louisville, AL)",00,Total for all sectors,2011,22,330,2175,8621
8610000US36049,36049,"ZIP 36049 (Luverne, AL)",00,Total for all sectors,2011,130,2524,17405,80099
8610000US36051,36051,"ZIP 36051 (Marbury, AL)",00,Total for all sectors,2011,13,b,328,1501
8610000US36052,36052,"ZIP 36052 (Mathews, AL)",00,Total for all sectors,2011,10,24,146,912
8610000US36053,36053,"ZIP 36053 (Midway, AL)",00,Total for all sectors,2011,8,49,278,1208
8610000US36054,36054,"ZIP 36054 (Millbrook, AL)",00,Total for all sectors,2011,246,2295,13276,55040
8610000US36057,36057,"ZIP 36057 (Mount Meigs, AL)",00,Total for all sectors,2011,13,326,3190,13087
8610000US36064,36064,"ZIP 36064 (Pike Road, AL)",00,Total for all sectors,2011,81,400,2832,12171
8610000US36065,36065,"ZIP 36065 (Pine Level, AL)",00,Total for all sectors,2011,5,57,268,1560
8610000US36066,36066,"ZIP 36066 (Prattville, AL)",00,Total for all sectors,2011,349,5679,29426,121807
8610000US36067,36067,"ZIP 36067 (Prattville, AL)",00,Total for all sectors,2011,415,4426,33562,142111
8610000US36068,36068,"ZIP 36068 (Prattville, AL)",00,Total for all sectors,2011,15,162,638,2707
8610000US36069,36069,"ZIP 36069 (Ramer, AL)",00,Total for all sectors,2011,22,143,928,4157
8610000US36071,36071,"ZIP 36071 (Rutledge, AL)",00,Total for all sectors,2011,11,53,238,967
8610000US36072,36072,"ZIP 36072 (Eufaula, AL)",00,Total for all sectors,2011,17,71,234,959
8610000US36075,36075,"ZIP 36075 (Shorter, AL)",00,Total for all sectors,2011,22,498,3977,16511
8610000US36078,36078,"ZIP 36078 (Tallassee, AL)",00,Total for all sectors,2011,228,4567,40186,167547
8610000US36079,36079,"ZIP 36079 (Troy, AL)",00,Total for all sectors,2011,108,2297,21569,98780
8610000US36080,36080,"ZIP 36080 (Titus, AL)",00,Total for all sectors,2011,24,207,1892,7095
8610000US36081,36081,"ZIP 36081 (Troy, AL)",00,Total for all sectors,2011,428,6223,42322,195153
8610000US36082,36082,"ZIP 36082 (Troy, AL)",00,Total for all sectors,2011,10,c,D,D
8610000US36083,36083,"ZIP 36083 (Tuskegee, AL)",00,Total for all sectors,2011,129,2422,25061,111175
8610000US36087,36087,"ZIP 36087 (Tuskegee Institute, AL)",00,Total for all sectors,2011,5,a,D,D
8610000US36088,36088,"ZIP 36088 (Tuskegee Institute, AL)",00,Total for all sectors,2011,12,g,D,D
8610000US36089,36089,"ZIP 36089 (Union Springs, AL)",00,Total for all sectors,2011,101,2098,11462,52728
8610000US36091,36091,"ZIP 36091 (Verbena, AL)",00,Total for all sectors,2011,21,87,S,2210
8610000US36092,36092,"ZIP 36092 (Wetumpka, AL)",00,Total for all sectors,2011,355,4772,30632,127451
8610000US36093,36093,"ZIP 36093 (Wetumpka, AL)",00,Total for all sectors,2011,84,511,2809,12351
8610000US36101,36101,"ZIP 36101 (Montgomery, AL)",00,Total for all sectors,2011,34,591,4135,19406
8610000US36102,36102,"ZIP 36102 (Montgomery, AL)",00,Total for all sectors,2011,11,c,316,1207
8610000US36103,36103,"ZIP 36103 (Montgomery, AL)",00,Total for all sectors,2011,14,150,1555,6372
8610000US36104,36104,"ZIP 36104 (Montgomery, AL)",00,Total for all sectors,2011,745,11946,131082,557099
8610000US36105,36105,"ZIP 36105 (Montgomery, AL)",00,Total for all sectors,2011,200,7305,94162,366652
8610000US36106,36106,"ZIP 36106 (Montgomery, AL)",00,Total for all sectors,2011,644,9640,92354,390631
8610000US36107,36107,"ZIP 36107 (Montgomery, AL)",00,Total for all sectors,2011,229,3152,22611,81243
8610000US36108,36108,"ZIP 36108 (Montgomery, AL)",00,Total for all sectors,2011,367,7335,69805,294001
8610000US36109,36109,"ZIP 36109 (Montgomery, AL)",00,Total for all sectors,2011,479,11389,120165,496296
8610000US36110,36110,"ZIP 36110 (Montgomery, AL)",00,Total for all sectors,2011,170,2514,19107,85151
8610000US36111,36111,"ZIP 36111 (Montgomery, AL)",00,Total for all sectors,2011,155,1556,14471,68611
8610000US36112,36112,"ZIP 36112 (Montgomery, AL)",00,Total for all sectors,2011,33,594,5441,22458
8610000US36113,36113,"ZIP 36113 (Montgomery, AL)",00,Total for all sectors,2011,3,b,D,D
8610000US36114,36114,"ZIP 36114 (Montgomery, AL)",00,Total for all sectors,2011,22,447,6383,25533
8610000US36115,36115,"ZIP 36115 (Montgomery, AL)",00,Total for all sectors,2011,5,b,D,D
8610000US36116,36116,"ZIP 36116 (Montgomery, AL)",00,Total for all sectors,2011,642,12791,106997,449420
8610000US36117,36117,"ZIP 36117 (Montgomery, AL)",00,Total for all sectors,2011,1516,24312,187488,777199
8610000US36118,36118,"ZIP 36118 (Montgomery, AL)",00,Total for all sectors,2011,2,a,D,D
8610000US36120,36120,"ZIP 36120 (Montgomery, AL)",00,Total for all sectors,2011,3,a,D,D
8610000US36121,36121,"ZIP 36121 (Montgomery, AL)",00,Total for all sectors,2011,16,689,5675,23613
8610000US36123,36123,"ZIP 36123 (Montgomery, AL)",00,Total for all sectors,2011,17,209,2091,9551
8610000US36124,36124,"ZIP 36124 (Montgomery, AL)",00,Total for all sectors,2011,17,1037,14572,53496
8610000US36125,36125,"ZIP 36125 (Montgomery, AL)",00,Total for all sectors,2011,1,f,D,D
8610000US36130,36130,"ZIP 36130 (Montgomery, AL)",00,Total for all sectors,2011,5,38,202,803
8610000US36131,36131,"ZIP 36131 (Montgomery, AL)",00,Total for all sectors,2011,1,a,D,D
8610000US36140,36140,"ZIP 36140 (Montgomery, AL)",00,Total for all sectors,2011,1,a,D,D
8610000US36201,36201,"ZIP 36201 (Anniston, AL)",00,Total for all sectors,2011,582,8556,85261,340616
8610000US36202,36202,"ZIP 36202 (Anniston, AL)",00,Total for all sectors,2011,119,1411,13221,53927
8610000US36203,36203,"ZIP 36203 (Oxford, AL)",00,Total for all sectors,2011,531,8867,53224,223637
8610000US36204,36204,"ZIP 36204 (Anniston, AL)",00,Total for all sectors,2011,5,40,139,617
8610000US36205,36205,"ZIP 36205 (Anniston, AL)",00,Total for all sectors,2011,23,820,7133,29326
8610000US36206,36206,"ZIP 36206 (Anniston, AL)",00,Total for all sectors,2011,154,3197,21118,94459
8610000US36207,36207,"ZIP 36207 (Anniston, AL)",00,Total for all sectors,2011,374,6408,61935,265397
8610000US36250,36250,"ZIP 36250 (Alexandria, AL)",00,Total for all sectors,2011,84,683,4263,18051
8610000US36251,36251,"ZIP 36251 (Ashland, AL)",00,Total for all sectors,2011,82,1567,9416,38071
8610000US36253,36253,"ZIP 36253 (Bynum, AL)",00,Total for all sectors,2011,7,b,D,D
8610000US36254,36254,"ZIP 36254 (Choccolocco, AL)",00,Total for all sectors,2011,3,12,42,148
8610000US36255,36255,"ZIP 36255 (Cragford, AL)",00,Total for all sectors,2011,8,f,D,D
8610000US36256,36256,"ZIP 36256 (Daviston, AL)",00,Total for all sectors,2011,17,59,247,1145
8610000US36257,36257,"ZIP 36257 (De Armanville, AL)",00,Total for all sectors,2011,2,a,D,D
8610000US36258,36258,"ZIP 36258 (Delta, AL)",00,Total for all sectors,2011,13,b,233,1054
8610000US36260,36260,"ZIP 36260 (Eastaboga, AL)",00,Total for all sectors,2011,44,1142,8347,36029
8610000US36262,36262,"ZIP 36262 (Fruithurst, AL)",00,Total for all sectors,2011,10,142,692,2626
8610000US36263,36263,"ZIP 36263 (Graham, AL)",00,Total for all sectors,2011,3,6,S,93
8610000US36264,36264,"ZIP 36264 (Heflin, AL)",00,Total for all sectors,2011,107,1271,10018,50033
8610000US36265,36265,"ZIP 36265 (Jacksonville, AL)",00,Total for all sectors,2011,239,3618,21338,87189
8610000US36266,36266,"ZIP 36266 (Lineville, AL)",00,Total for all sectors,2011,82,742,3982,16988
8610000US36267,36267,"ZIP 36267 (Millerville, AL)",00,Total for all sectors,2011,1,a,D,D
8610000US36268,36268,"ZIP 36268 (Munford, AL)",00,Total for all sectors,2011,49,438,3091,13663
8610000US36269,36269,"ZIP 36269 (Muscadine, AL)",00,Total for all sectors,2011,4,9,27,114
8610000US36271,36271,"ZIP 36271 (Ohatchee, AL)",00,Total for all sectors,2011,50,e,S,10339
8610000US36272,36272,"ZIP 36272 (Piedmont, AL)",00,Total for all sectors,2011,130,1376,7967,34696
